2026-05-30 14:10:18.685 | INFO     | pipecat:<module>:14 - ᓚᘏᗢ Pipecat 1.3.0 (Python 3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]) ᓚᘏᗢ
2026-05-30 14:10:20.599 | DEBUG    | pipecat.audio.vad.silero:__init__:146 - Loading Silero VAD model...
2026-05-30 14:10:20.697 | DEBUG    | pipecat.audio.vad.silero:__init__:168 - Loaded Silero VAD
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking Pipeline#0::Source -> LocalAudioInputTransport#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking LocalAudioInputTransport#0 -> VADProcessor#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking VADProcessor#0 -> SonioxSTTService#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking SonioxSTTService#0 -> GoogleLLMService#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking GoogleLLMService#0 -> LLMFullResponseAggregator#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking LLMFullResponseAggregator#0 -> SonioxTTSService#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking SonioxTTSService#0 -> LocalAudioOutputTransport#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking LocalAudioOutputTransport#0 -> Pipeline#0::Sink
/Users/abhishek/Desktop/supervoice/bot.py:103: DeprecationWarning: PipelineTask is deprecated, use PipelineWorker instead.
  task = PipelineTask(
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking PipelineTask#0::Source -> RTVIProcessor#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking RTVIProcessor#0 -> Pipeline#0
2026-05-30 14:10:20.847 | DEBUG    | pipecat.processors.frame_processor:link:544 - Linking Pipeline#0 -> PipelineTask#0::Sink
